opeid,unitid,data.support_center.tutoring_resources.live_tutor,data.support_center.tutoring_resources.all_day_tutor,data.support_center.tutoring_resources.group_tutoring,data.support_center.online_resources.online_tutoring,data.support_center.online_resources.online_mentoring,data.support_center.online_resources.smarthinking,data.support_center.online_resources.tutordotcom,data.support_center.online_resources.nettutor,data.support_center.online_resources.brainfuse,data.support_center.online_resources.askonline,data.support_center.online_resources.online_learning_support,data.support_center.online_resources.instaedu,data.support_center.online_resources.skype,data.support_center.online_resources.google_hangouts,data.support_center.online_resources.blackboard_collaborate,data.support_center.online_resources.etutoring_org,data.support_center.online_resources.ctdlc_org,data.support_center.online_resources.tutorvista,data.support_center.online_resources.wyzant,data.support_center.writing_center,data.support_center.learning_center,data.support_center.career_center,data.support_center.esl_support,data.support_center.peer_mentoring,data.retention_program.retention_programs,data.retention_program.civitas,data.retention_program.starfish,data.retention_program.early_alerts,data.retention_program.retention_support,data.retention_program.learning_support,data.student_groups.learning_community,data.student_groups.cultural_hub,data.student_groups.religious_organization,data.student_groups.student_organization,data.lms.blackboard,data.lms.moodle,data.lms.sakai,data.lms.lms,data.computer_lab,data.academic_planning,data.online_academic_planning,data.personal_development,data.small_business_center,data.mentoring.peer_mentor,data.mentoring.minority_male_mentor,data.mentoring.academic_mentor,data.mentoring.personal_mentor,data.mentoring.faculty_mentor,data.mentoring.minority_mentor,data.advising.one_on_one_advising,data.advising.faculty_advising,data.advising.staff_advising,data.advising.advising_center,data.advising.academic_advising,data.advising.career_advising,data.advising.advising,data.freshman_year,data.remedial_courses.developmental_courses,data.remedial_courses.freshman_seminar,data.remedial_courses.supplemental_courses,data.remedial_courses.summer_classes,data.remedial_courses.placement_tests,data.other.veteran_services,data.other.work_study,data.other.high_school_program,data.other.lti_compliance
4123900,450632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
864501,450641, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3808300,450650, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2559405,450678, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , , , ,true, , , , , , , , , , , , , , , , , , 
3232306,450720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2179601,450757, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4121500,450933, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true,true, , ,true, ,true, ,true, ,true, , , , , , , , ,true,true, ,true, , , , , , , , ,true, 
4127900,450979,true,true, , , , , , , , , , ,true, , , , , , , ,true,true, , , , , , , , ,true, , ,true, , , ,true, ,true, ,true, , , , , ,true, , , , ,true,true,true,true, , , , , , , ,true, , 
4120400,451121, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4121000,451228, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3968300,451291, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , , ,true,true,true, , , , , , , , , , 
4131100,451398, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4123300,451431, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4096300,451510, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, ,true, ,true, ,true, , , , , , , , , ,true, ,true, , , , , , , ,true,true, 
4133400,451592, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true,true, , , , , , ,true, , , 
4120000,451644, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, 
4132600,451653, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
153705,451680, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4127200,451626, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, ,true, , , , , , , , , , , , , ,true, , , , , , , , ,true, 
747000,451662,true, , ,true, , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , ,true, , , ,true, , , , 
4051318,451699, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , 
2594303,451705, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , ,true, , , , ,true, ,true, , 
267814,451750, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , ,true,true,true, 
464606,451769, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true,true,true, , , , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
405720,451875, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , ,true, , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
405721,451884, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , ,true, , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
2180107,452072,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2339702,452081,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
4138000,453075, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , , ,true, ,true, ,true, , , , , , , , 
-2,453297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3010616,452115, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
372611,453464,true, , , , , , , , , , , , , , , , , , , , ,true,true,true, ,true, , , , , , , , , , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , ,true, ,true, , 
3068202,453756,true, , , , , , , , , , , ,true, , , , , , , , ,true, , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
4095300,454184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true,true, , , ,true, , , ,true, , , , , , , , , , , , , ,true,true, , , , , , ,true, , 
638500,454218, , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , ,true,true,true, , , , , ,true, , 
1072789,454209,true, , ,true, , , , , , , , , , , , , , , , ,true,true, , , , , , , , , ,true, , , , , ,true,true,true, ,true, , , , , , , , , , , ,true,true,true,true, , , , ,true, ,true, , 
638500,454227, , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , ,true,true,true, , , , , ,true, , 
638501,454236, , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true,true,true, , , , , ,true, , 
638503,454245, , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , ,true,true,true, , , , , ,true, , 
1116602,454591,true, , , , , , , , , ,true, , , , , , , , , ,true,true, ,true, , , , , ,true, , , ,true, , , ,true,true,true, , , , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
4130200,454616,true, , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , ,true, ,true, , , ,true,true, , ,true, , , , , , , , , , , , , , ,true, , , , , , , , , 
4134700,454740, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , ,true, , , , , ,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , ,true, , 
3010617,454625, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
4141400,454786, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true, ,true, ,true, ,true, , , , , , , , , , , , , , ,true, , , , , , , , , 
4141700,454795, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , ,true,true, , , , , , , , , , 
4080300,454829, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , ,true, , , ,true, , , , , ,true, , , , , , , ,true, , , , , ,true, , , , 
4135900,454883, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, ,true, ,true, , , , , , , , , , , ,true, ,true, ,true, , , , , , , , 
4143500,455169, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , ,true,true, , , ,true, ,true, ,true,true, , , , , , , , , , , , ,true, , , , ,true, , ,true, , 
4136400,455202, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , ,true, , , , , , ,true, , 
4129800,455336, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , 
4140000,455390, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , ,true, , , , , , , , , , , , , ,true, , , , ,true, , , , , 
2155305,455433, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , ,true, ,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , , ,true,true,true, , , , , , ,true, , 
4143800,455512,true, , , , , , , , , , , , , , , , , , ,true,true,true, ,true, , , , , , ,true, , ,true, , , ,true,true,true,true,true, ,true, , , , , , , , , ,true,true,true,true, , , , ,true, ,true, , 
469205,455549, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , ,true, , , , , , , ,true,true, 
469206,455558, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , ,true, , , , , , , ,true,true, 
464607,455585, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true,true,true, , , , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
3776300,454810, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , ,true,true, , , , , , , , 
4051323,455600, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , 
4051324,455619, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , 
2155304,455682, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , ,true, ,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , , ,true,true,true, , , , , , ,true, , 
4114400,455804, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , ,true, ,true, ,true, , , , , , , , , , ,true,true, ,true, , , , ,true, , , , , 
4142700,455813, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , , ,true, ,true, ,true, , , , , , , , , , , ,true,true,true, , , , , , , ,true, , 
2155303,455664, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , ,true, ,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , , ,true,true,true, , , , , , ,true, , 
4141200,455965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4126000,456065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2217111,456038, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4129801,456144, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , 
2079701,456287, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
2569307,456302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2179907,456348, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2611005,456320, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , 
369700,455992, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true,true, , ,true, , , , , ,true, , , , , , , ,true, , , , , , , , , , 
941202,456454, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2100001,456481, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true,true, , ,true,true, , ,true, , , , , , , , , , , , , , ,true,true, , , , ,true,true, , 
2100002,456490, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true,true, , ,true,true, , ,true, , , , , , , , , , , , , , ,true,true, , , , ,true,true, , 
2533602,456506,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2099704,456515,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
145975,456630, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
145977,456667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1049045,456719, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1049046,456737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1049049,456746, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1049047,456755, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1049048,456764, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1049050,456773, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4051327,456612, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , 
4051328,456791, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , 
464202,456807, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
464203,456834, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
2120708,456852, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , , , , , ,true, ,true, , , , , , , , , , , ,true,true, , , ,true, , ,true, , 
3071603,456977, , , , , , , , , , , , , , , , , , , , ,true,true,true, , , , , , , , , , , , , , ,true,true, , ,true, , , , , , , , , , , , , , , , , , , , , ,true,true, 
962102,457022, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , , , , , ,true,true, , ,true, , , , , , , , , , , , , ,true, , , , , , , ,true,true, 
2218001,457110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true, , , , , , , ,true, , 
638504,457129, , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , , , , , , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , , , , ,true, , 
4140500,457226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , ,true, , ,true, , , , , , , , , , , , , ,true,true, , , , , , , , , 
4145000,457244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
4163900,457305, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4160400,457299, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , ,true, , ,true, , , , , , , , , , , , , ,true,true, , , , ,true, , , , 
4150800,457387, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , ,true,true,true, , , , , , , , , 
4163100,457439, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4163200,457448, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4150900,457475, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4124700,457527, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
4162700,457581, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , ,true, , , , , , , , , 
4139000,457536, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , , , , ,true, ,true, , , , , ,true, , , , 
4153200,457624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , ,true, 
4149300,457758, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4155300,457846, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true,true, , , , , , , , , , 
4162400,457776, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4156000,457855, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
4167600,457864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
4154000,457907, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , ,true,true, , , , , , , , , , 
4119100,457697,true, ,true, , , , , , , , , ,true, , , , , , , , , ,true, , , , , , , ,true, ,true,true, ,true, ,true,true,true, ,true,true,true, , ,true, , , , , , , , ,true,true, , , , , , ,true, , 
4158000,457952, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4157200,458007, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4135600,458025, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4154800,458043, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , ,true, 
4156200,458122, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , ,true, , 
4153800,458113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, ,true, , ,true, , , , 
4155000,458140, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, , , , , , , , ,true, 
469207,458380, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , , , , , ,true, , , , , , , ,true,true, 
2614206,458441, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , , ,true, , , , , ,true, , , , , , , , , , , , , ,true, , , , , , , , , , 
2158417,458432,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, ,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , ,true, , 
267815,458502, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , ,true,true,true, 
464206,458733, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
464609,458742, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true,true,true, , , , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
3010621,458593, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
464208,458751, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
464207,458779, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , , , , 
3832303,458797, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true,true,true, , , , , , , , 
1116603,459091,true, , , , , , , , , ,true, , , , , , , , , ,true,true, ,true, , , , , ,true, ,true, ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , ,true, , 
267816,459107, , , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , , ,true, , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , ,true,true,true, 
1303910,459259, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true,true,true, , , ,true, ,true, , 
1303911,459268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , , ,true, , , , ,true, , , , 
4163300,459417, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, , , ,true, ,true, ,true, , , , , , , , , , , ,true, ,true, , , , , , , ,true, , 
4142500,459727, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , , , , , , , , ,true, ,true, ,true, , , , , ,true, , , , , , , ,true, , , , , ,true, , , , 
4142601,459824,true, , , , , , , , , , , , , , , , , , , ,true, , ,true, , , , , , , , , ,true, , , ,true,true,true, ,true, , , ,true, , , , , , , , , ,true,true, , , , , , ,true, , 
461706,459833, , , , , , , , , , , , , , , , , , , , , ,true,true, , ,true, , , , , , , , , , , , ,true,true, ,true, , , , , , , , , , , ,true, ,true, , , , , ,true, ,true, , 
962103,459842, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , , , , , ,true,true, , ,true, , , , , , , , , , , , , ,true,true, , , , , , ,true,true, 
962104,459851, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , ,true, , , , , , , ,true,true, , ,true, , , , , , , , , , , , , ,true,true, , , , , , ,true,true, 
2155306,459745, , , , , , , , , , , , , , , , , , , , ,true,true, , , , , , , , ,true, ,true,true, , , ,true,true,true, ,true, ,true, , , ,true, , , , , , ,true,true,true, , , , , , ,true, , 
4051330,460039, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , 
4051329,460048, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , 
2180108,460109,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2339703,460093,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2533603,460118,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
2099705,460127,true, , , , , , , , , , , , , , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , , , , 
887101,460181, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , , , 
2089601,460190, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , , , ,true, , , , , , , , , , , , , ,true, ,true, , , , , , , , , , 
824600,105297,true, , , , , , , , , , , , , , , , , , , ,true, ,true, , , , , , , , , , ,true, , , ,true,true,true, ,true, , , , , , , , , , , ,true, ,true,true,true, , , ,true, ,true, , 
109500,106810, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , ,true, , ,true, , ,true, , , , , , , , , , , , , , ,true,true, , , , , ,true, , 
3266300,110060, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, ,true, ,true,true, , ,true, , , , , , , , , , , , , , ,true, , , , ,true, ,true, , 
-2,120166, , , , , , , , , , , , ,true, , , , , , , , ,true, , , , , , , , , , , ,true, , , ,true, ,true, ,true, , , , , , , , , , , ,true, ,true,true, , , , , , , , , 
408000,123916, , , , , , , , , , , , ,true,true, , , , , , , , , , , , , , , , , , ,true, , ,true, ,true,true, , ,true, , , , , ,true, , , , , , , ,true,true, , , , , , ,true, , 
2500000,122649, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,true, , , ,true, , , ,true, , , , , , , , , , , , , , , , , , , , , ,true, , 
807800,167905, , ,true, , , , , , , , , , , , , , , , , ,true,true,true, , , , , , , , ,true,true,true,true, , ,true,true,true, ,true, ,true, , , , , , ,true, , ,true,true,true,true,true, , ,true,true, ,true,true, 
